Tweet,label
Sydney's Muslim leaders express their concerns; organisations have offered to help in 'any way they can' http://t.co/pygT3CHV9X #SydneySiege,NR
NSW Premier Mike Baird says his thoughts and prayers are with the people in the  #sydneysiege. http:\/\/t.co\/7NdqPYhwcY http:\/\/t.co\/I71KEcYFIy,NR
SYDNEY ATTACK\n- Hostages at Sydney cafe\n- 13 hostages\n- 2 gunmen\n- Hostages seen holding Arabic flag\n\nStay with @PzFeed for the latest.,NR
#sydneysiege #sydneycafesiege our thoughts and prayers r w all Australians tonight. America will NEVER forget that u stood w us after 9\/11,NR
"Don't forget, at this moment, there are thousands of Muslims in Australia rejoicing\n#sydneysiege #MartinPlace #Auspol http:\/\/t.co\/eHP47okT7F",NR
Please don't post \/share tactical information\/police movements on social media! #sydneysiege,NR
CNN hasn't been able to rule out the Sydney Tea Party in the Australian hostage crisis.,NR
Spare a thought for Australia's Muslim community - the vast majority of whom condemn Jihadists' for perverting their religion #sydneysiege,NR
"Fear is what criminals want. Show no fear. The media must calm down and wait for information, and stop the speculation. Thanks. #sydneysiege",NR
@NSWAmbulance Praying for the safety of all emergency services involved in the @nswpolice operation in Sydney CBD &amp; those inside the cafe,NR
Police are requesting that no photos are shared on social media #MartinPlaceSiege #SydneySiege #MartinPlace,NR
Police are requesting that no photos of the Lindt cafe siege are shared on social media #MartinPlaceSiege #SydneySiege #MartinPlace,NR
"Sydney police and gov't officials asking public on site not to tweet info about #MartinPlaceSiege because could be \""tactically important\",NR
Latest update on the situation in Martin Place from @nswpolice #SydneySiege http://t.co/q9PlmuiAEs,NR
"The Sydney Harbour Bridge is NOT closed. There was an accident on the Cahill Expressway, unrelated to the #SydneySiege.",NR
Police chopper hovers over a deserted Opera House concourse.   #sydneysiege http:\/\/t.co\/7NdqPYhwcY @cberkman http:\/\/t.co\/BiZO12n1St,NR
"NSW Police: \""Police urge the media to be responsible in their reporting. Speculation can cause unnecessary alarm.\"" #SydneySiege",NR
"NSW Police: \""Police urge the media to be responsible in their reporting. Speculation can cause unnecessary alarm.\"" #SydneySiege",NR
Can someone pls cite Qur'anic verse about taking hostages at a chocolate shop to spread Islam? I'm having trouble finding it. #sydneysiege,NR
Did somebody forget to tell that radical Islamist that guns are banned in Australia?!?! #BadGuysDontFollowGunLaws. #sydneysiege,NR
God bless all the hostages being held in Sydney today .. I pray that this all ends well and nobody gets hurt !!,NR
"A terrorist attack in Sydney.\nA major police operation is under way in Sydney, Australia.\nhttp:\/\/t.co\/XpJSqGJzn8 http:\/\/t.co\/rdMiU10SNI",NR
Unfortunately this is where Twitter is at it's best and worst. Please don't tweet about #sydneysiege with police intel or misinformed rants,NR
"\u201cThis is obviously a deeply concerning incident,\u201d Australian Prime Minister says on unfolding situation in Sydney. http:\/\/t.co\/02SVSxOrFt",NR
You only look like a fuck wit when you make up stories relating to the #sydneysiege - Unless you read it from the police - don't believe it,NR
PM Tony Abbott will hold a press conference on the #SydneySiege in 20 minutes.,NR
My thoughts are with the people in Sydney right now,NR
"If the black flag seems familiar,it's because it was also flying during Gaza protests in Sydney that went unnoticed. http:\/\/t.co\/DE8zWJ9mHX",NR
This is a man with a gun.\nNot a religion.\nThis is a man with a gun.\nNot a people.\nHe is no more powerful than we let him be.\n#sydneysiege,NR
Australian prime minister Tony Abbott to hold news conference live on Sky News at 1.30am GMT about ongoing Sydney hostage situation,NR
Let's keep in mind that no one associates the KKK with Christianity #SydneySiege,NR
Muslim extremists are always so open to reason and negotiation.\nThis should end well.\n#sydneysiege,NR
#ISIS speaks for all Muslims no more than the Klu Klux Klan speaks for all whites. \n\n#MartinPlaceSiege #auspol #sydneysiege # sydney #siege,NR
"MASSIVE OPERATION: \""Hundreds of armed police have swarmed the area.\"" #sydneysiege (LIVE) http://t.co/uq626Z2Sfu http://t.co/oKLjdaWVAk",NR
"Mass disbelief: crowds looking anxiously, down Martin Place. #sydneysiege http:\/\/t.co\/U8n9ZWgxmD",NR
"My thoughts go out to the people of Sydney."",""in_reply_to_status_id"":null,""id"":544301149348982784,""favorite_count"":8539,""source"":""<a href=\""http:\/\/twitter.com\"" rel=\""nofollow\"">Twitter Web Client<\/a>"",""retweeted"":false,""coordinates"":null,""entities"":{""symbols"":[],""user_mentions"":[],""hashtags"":[],""urls"":[]}",NR
We are calling on all to #PrayForHostages &amp; that Australia will not be hostage to fear &amp; hate.  #sydneysiege http:\/\/t.co\/qAzNfZIUWA,NR
Dozens of heavily armed police have surrounded the cafe in Sydney's Martin Place. #sydneysiege http://t.co/7NdqPYhwcY http://t.co/wMS99GGwE1,NR
"Re: #sydneysiege, please remember there are $1.6bn muslims in the world &amp; &gt;99.9999% of them will be just as appalled by this as you.",NR
"Australian PM Abbott expected to speak soon on \""reported hostage-taking incident\"" in Sydney, @9NewsAUS reports - @WorldNews",NR
"All our love, support and prayers to Sydney &lt;3",NR
Important things to remember during #sydneysiege - thanks to @filmvisuality http:\/\/t.co\/MA73ZCspvd,NR
Sitting in Melbourne watching what's going on in Sydney...I bloody hope it ends ok for those poor people! Disgusting behaviour! \ud83d\ude21,NR
A crowd gathers near Martin Place. #sydneysiege http://t.co/7NdqPYhwcY @JezNews http://t.co/hCgUyOcuhn,NR
Canada's thoughts and prayers are with our Australian friends. #MartinPlace #SydneySiege,NR
A post of what we actually do know about the #Lindt Sydney siege. It is not very long. http:\/\/t.co\/QLRHSjYdib,NR
Is the Sydney hostage taker a Muslim because of the flag hoisted?,NR
Crucial things to consider when watching breaking news. http:\/\/t.co\/HjQjv209s3 #Sydney http:\/\/t.co\/aeMn0dp5qL,NR
"The best source for the latest updates on #sydneysiege is @nswpolice. Follow @131500trains, @131500buses &amp; @131500ferries for transport info",NR
People evacuating via small ladders (above the Lindt cafe) #sydneysiege #MartinPlaceSiege\nPhoto by@John__Donegan http:\/\/t.co\/G8HhZwnR9h,NR
Weep for media credibility. The Australian's @SharriMarkson was tweeting Channel 9 reports of 2GB Ray Hadley's 'rumours.' #SydneySiege,NR
LIVE: Police operation underway at Sydney's #MartinPlace; train station also shut http:\/\/t.co\/YYXZGAVclP http:\/\/t.co\/5IPTUT3Iih,NR
"Please, please, please read these tips for major news stories, especially when lives are at stake. #sydneysiege http:\/\/t.co\/QgToJNV2b1",NR
"As reports come in from Sydney, remember that news outlets will get things things wrong. http:\/\/t.co\/d5Mq0NkswF http:\/\/t.co\/9QaOK3UksY",NR
Praying for Sydney. Also thank heavens for streaming foreign networks because American media is completely MIA.,NR
Photo Gallery: The latest pictures from Lindt cafe #SydneySiege  http://t.co/rZG7Zb7jyt http://t.co/3IAGGW81yp,NR
Praying for this insanity to stop. \n\n#sydneysiege,NR
".@cnni NOT showing live pics of #sydneysiege to protect police &amp; hostages. Unless noted, images are recorded. Anchors are live. #Australia",NR
Really hope #sydneysiege hostage are rescued. But worth noting most jihadi victims are Muslims http:\/\/t.co\/Y0Gs7jspLE http:\/\/t.co\/TxZu4vGDDx,NR
"Remember, Sydney terrorists have nothing to do with Islam. Now, can someone please translate this flag they're using? http:\/\/t.co\/ywd9JAmZ0A",NR
Terrible scenes in Sydney at the moment. I prey it ends peacefully,NR
Aussie Muslim Mullah on @BBCWorld brings up 'Australia's Foreign Policy' in discussion over #SydneySiege. Shame @BBCNews for indulging him.,NR
Australian Prime Minister Tony Abbott addressing incident in Sydney. Watch live on CNNgo. http:\/\/t.co\/HAhU3MDTUj,NR
"JUST IN: US Consulate in Sydney issues emergency message to US citizens to \""maintain a high level of vigilance\"" due to hostage situation.",NR
My fellow Australians. Let's stand together against the #sydneysiege as well as the hatred against innocent Muslim #Australians.,NR
"Australia is a peaceful, open, generous society and nothing should change that\"" - PM Tony Abbott on hostage situation at Sydney cafe #7News",NR
Australian PM Abbott: Motivation of perpetrator in Sydney hostage situation is not yet known - @9NewsAUS http:\/\/t.co\/SI01B997xf,NR
PM Abbott: Our thoughts and prayers must above all go out to the individuals that are caught up in this. #SydneySiege,NR
WH now confirming with me President Obama HAS been briefed on #sydneysiege by Homeland Security and Counterterrorism chief Lisa Monaco,NR
"We don't know motivation of #sydneysiege perpetrators yet\"" - Australian leader Tony Abbott http:\/\/t.co\/z9JrtJ2IN3",NR
Australia's leader Tony Abbott addresses #sydneysiege; no questions from the media taken http:\/\/t.co\/z9JrtJ2IN3 http:\/\/t.co\/jgNI6ey7CJ,NR
We continue to monitor the situation in #Sydney closely.  I've been in touch with @JulieBishopMP and expressed our thoughts and prayers.,NR
Follow all of the latest updates on #sydneysiege on our #live blog http://t.co/7NdqPYhwcY http://t.co/hUbJsVwJOn,NR
Here's a transcript of the Prime Minister's press conference on #SydneySiege #MartinPlaceSiege http:\/\/t.co\/UjX25PbCg8,NR
Thoughts also with the Muslim community whose name and religion has again been hijacked against their will.,NR
"The fact that I see \""thank god 5sos and 1d aren't in Sydney\"" pisses me off even more. Stop being ignorant and disrespectful.",NR
On the #sydneysiege: all our people are safe &amp; accounted for after our Martin Place studios were evacuated. Our thoughts with all involved.,NR
The crowd and media at Martin Place. Photo by @John__Donegan #MartinPlaceSiege #sydneysiege http://t.co/ecyxkiReTD,NR
I stand in solidarity with Muslim Australians &amp; condemn anyone who uses this as an excuse for Islamaphobia. \n\n#sydneysiege #MartinPlace,NR
Who are Australia's radicalised Muslims? http:\/\/t.co\/OJwV3U8EqL #sydneysiege #MartinPlaceSiege #Lindt http:\/\/t.co\/dUM7BM0GPu,NR
Abbott Govt MP @andrewnikolic using ongoing #SydneySiege terror to smear @Greens MP. Resign now you disgusting turd http://t.co/9FOfmGOrtu,NR
"JUST IN: White House official: Pres. Obama briefed on hostage situation in Sydney, Australia - @c_good http:\/\/t.co\/PD7pVfU9pQ",NR
Australian PM Tony Abbott says it is unclear if #sydneysiege is politically motivated http://t.co/ejBnff6KdW http://t.co/N2VAkBcaqE,NR
"#sydneysiege We sit in the reality of grief, shock and unknowing. For this moment that is enough. http:\/\/t.co\/bnUK0ZFvJt",NR
"The #SydneySiege perpetrators target all citizens, irrespective of their faith. So please cut it out with the anti-Muslim bigotry on Twitter",NR
"Man what on Earth is going on in Sydney. Despicable. Life in prison no parole for the idiots responsible, set a hard line, no tolerance.",NR
"US Consulate in Sydney issues emergency message to US citizens to \""maintain a high level of vigilance\"" due to hostage situation - @ABC",NR
#AustraliaStrong #sydneysiege Canadians praying for a fast and peaceful outcome http://t.co/7C6CZRDrRq,NR
Uber is a pile of garbage. http:\/\/t.co\/eQAcoe0lFa,NR
So sick of this PC society. This #sydneysiege is terrorism.\nPeriod.,NR
Why are ppl tap dancing around what is LIKELY happening in Sydney? Are we worried we may offend a terrorist? \n\nPrayers. #SydneySiege,NR
"#SydneySiege a very disturbing incident\"" - Australian leader @TonyAbbottMHR http:\/\/t.co\/UzZQLQbDvt http:\/\/t.co\/HMYypWuKA9",NR
NSW Transport Management has just told Seven News everyone in CBD of Sydney should now leave if they're able.,NR
Thoughts and prayers for a peaceful resolution to the current situation in Sydney. #sydneysiege,NR
Number of hostages taken by the Amish today: Zero. &lt;--This is what a religion of peace looks like. #sydneysiege,NR
Caf\u00e9s around the area letting us charge phones and handing out water. This is the best side of Sydney. #sydneysiege,NR
Images of the #SydneySiege http:\/\/t.co\/dx5yyCVc9K http:\/\/t.co\/wRpCfYU3sy,NR
"To various media people - if you don't know something, say so. Speculation fills airtime but doesn't serve your audience. #sydneysiege",NR
"ISIS beheadings, Boko Haram school attacks, the London beheading, Canadian soldier shot in cold blood, Sydney attack. #IsolatedIncidents",NR
Sydney siege ongoing; PM says unclear if politically motivated. Our latest update http:\/\/t.co\/CxIEFULgYv #sydneysiege http:\/\/t.co\/VQknQJlgLT,NR
Thinking about all my mates in Sydney. Hope everyone is okay.,NR
"In times of crisis, we must remind ourselves that we are all part of #TeamHumanity\n\n#sydneysiege",NR
"NSW police commissioner: Suspect holding \""undisclosed\"" number of hostages in Sydney; situation contained - @9NewsAUS http://t.co/2hoFvCo4k4",NR
Stop saying we only care about the Sydney siege because it's 5sos' home. We care because it's our fucking country you rude pricks,NR
"No contact with #SydneySiege armed offender at this stage\"": @nswpolice http:\/\/t.co\/z9JrtJ2IN3 http:\/\/t.co\/v0ipmuacMP",NR
"People panicking; told to stay indoors when everyone wants to return home\"" http://t.co/HakhsRG4R6 #sydneysiege http://t.co/9KHn2Lbt3E",NR
Just seen the scenes from Sydney. Tho gets with the people &amp;  their families of those inside the cafe at the moment.,NR
Prayers to all the innocent victims of terror in #Sydney.  \n\nAnd those victimized by racial and religious profiling.  #sydneysiege,NR
Best wishes to the peeps in Sydney. D:,NR
"We are being tested today in Sydney. But whatever the test, we will face it head-on. And we will remain a strong, democratic, civil society.",NR
"Praying for #Sydney. These crazies have no idea what Islam is, yet have the hubris to \u201cact in the name of\u201d it. Despicable.",NR
"Infographic of the flag being shown in Martin Place, as compared to flags used by IS &amp; others. Via @smh #sydneysiege http:\/\/t.co\/QuL9aWeKpg",NR
Praying for the hostages in Sydney. Please let this end safely.,NR
"Idiots tagging me,blaming \""Australian foreign policy\"" for #sydneysiege WTF has Lindt chocolate got to do with anything? No excuse for terror",NR
"The 500,000+ Muslim-Australians are also victims and targets of todays attack.   #sydneysiege",NR
The incident in Sydney is disturbing. Such acts are inhuman &amp; deeply unfortunate. I pray for everyone's safety.,NR
Only the soldiers of Islam have the guts to bravely face women armed with coffee mugs.  #sydneysiege  #SydneyHostageCrisis,NR
If Islam is a religion of peace why aren't their extremist extremely peaceful? #sydneysiege,NR
Sydney hostage situation.\n\nLIVE VIDEO: http:\/\/t.co\/JRybQXm28D - via @9NewsAUS\n\nUPDATES: http:\/\/t.co\/WG6ulBWWGf http:\/\/t.co\/z4jNu8qYeH,NR
Join us in praying for Sydney right now and the safety of those involved in the current situation. Pray for peace. #PrayForSydney,NR
"Thank God 5sos aren't in Sydney\""\n\nWhy do you have to make everything about them? The hostages lives are just as important as theirs",NR
"Its confirmed #Sydney terrorists are pious Muslims... That should make @Sagarikaghose @Bdutt happy... \""ALL MUSLIMS ARE NOT LIKE THAT\",NR
Just in: U.S. Consulate near the scene in Sydney has accounted for all of its personnel: http:\/\/t.co\/0h2F8SVCS2 @CNN http:\/\/t.co\/UUiuFBi01A,NR
"The silence you hear is 1,500,000,000 Muslims not renouncing this terror attack. \n\n#sydneysiege",NR
Just wait... Bimbos @Timesnow will find a link to #Sydney hostage crisis to RSS or VHP or some Hindu Jagran Manch... Just wait...,NR
"RT @martydownunder: If the black flag seems familiar, it's because it was also flying during Gaza protests in Sydney http:\/\/t.co\/grOVcRJLes",NR
"So the flag didn't tip you off?\nAustralian police: \""We have not confirmed this is terror-related event\"" #sydneysiege http:\/\/t.co\/MYQN1pYvfD",NR
thoughts with the hostages and their families. prayers for a peaceful ending. #sydneysiege,NR
"A map of the #SydneySiege location at Martin Place in Sydney's CBD, and some of the surrounding prominent buildings. http://t.co/KMpXEBLqne",NR
"Btw, how come no \""professionally\"" secular voice has blamed RSS for the Sydney terror plot so far? Is Lutyens zone waking up late today??",NR
"If you are ignorant, this is the most important thing you will see today.\n\n#sydneysiege http:\/\/t.co\/x1kEe8RBkq",NR
"Dear God,\nPlease protect and bless\nThe hostages in Sydney.\nPour forth Your Light\nAnd work a miracle. \nMay sanity... http:\/\/t.co\/vOf3Btp9jJ",NR
"As #SydneySiege hits 5hr mark, thoughts are with hostages but also families who must be slowly realizing their loved one is inside the cafe.",NR
#SYDNEYSIEGE: Crowd gathers at police cordon in anticipation of news on hostage situation  http://t.co/2zFjvlPC1n http://t.co/YW5zGPMEWS,NR
These people are taking selfies on the scene of the #sydneysiege. http:\/\/t.co\/M2ZWqNxKrI,NR
"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege http:\/\/t.co\/zLFyKHOKG1",NR
"My thoughts are with the hostages, their families and everyone in Sydney right now.",NR
No degree of hate or #Islamophobia will strip Muslim Australians of either half of their identity.  #sydneysiege http:\/\/t.co\/CAAscwbkxu,NR
"UK Foreign Office in London: \""We are aware of #sydneysiege in #MartinPlace and are in touch with authorities\"" http://t.co/f0ruawwHLN",NR
"Praying for the hostages, and praying for my religion to one day be free of those who think that Allah demands killing. #sydneysiege #islam",NR
You gotta admire the ability of Daily Tele editors to resist fads like fact-checking #sydneysiege,NR
"Things getting ugly... A racist bloke yelling at rest of the crowd, \""Muhammed is a pedophile, rapist\"" #sydneysiege http:\/\/t.co\/q2TPg0In5Q",NR
"An argument breaks out in crowd watching #sydneysiege after one man goes on anti-Islamic rant. He's told \""Muslims are welcome here mate!\",NR
Lindt Chocolate Cafe Australia issues #sydneysiege statement on Facebook: http:\/\/t.co\/1YFI7UGv0W http:\/\/t.co\/tyytSBUjtk,NR
Worth pointing most victims of jihadist violence are people of the Islamic faith http:\/\/t.co\/408eV4PsJM #sydneysiege http:\/\/t.co\/Hj13MKH80Y,NR
"Daily Telegraph #sydneysiege front page with comment piece \""The instant we changed forever\"" http:\/\/t.co\/pJTrm3QzZP http:\/\/t.co\/VgNa7BqO7U",NR
The crowd is full of mouthy young men and old crazy racists. Many have travelled here. Really bringing worst out of Sydney #sydneysiege,NR
Heartfelt thoughts with the hostages of the #SydneySiege &amp; their families.,NR
"Grand Mufti Prof. Ibrahim Abu Mohamed has condemned the siege in Sydney as a \""criminal act\"" denounced by Islam #7News http://t.co/qlc374dICq",NR
My thoughts are with all the Muslim Australians having to deal with the Islamaphobia around the #sydneysiege promoted by media etc,NR
The Lindt cafe has issued a short statement on the Martin Place siege on Facebook. #SydneySiege http://t.co/N5XjcfGQsi,NR
"We have no info, police want calm, everything is speculation, and this paper wants more sales. #sydneysiege http://t.co/KE8Gl5NkBs",NR
Two young guys have arrived and are swigging from bottles of white wine. This is a hostage situation #sydneysiege http:\/\/t.co\/nwGAIcqt3S,NR
#SydneySiege gunman \u2018has improvised explosive device\u2019 http://t.co/lUR4hFiJJT,NR
"Meanwhile, in the Sydney CBD extremist lunatics hellbent on the destruction of modern Australia released a 2pm edition of their newspaper.",NR
"Police urge the media to be responsible in their reporting\"", so the Daily Tele produced this. #SydneySiege http:\/\/t.co\/AqlHDXUXAF",NR
INSANITY! #Jihad comes 2 Australia &amp; Liberal Lunatics are Concerned with Political Correctness!?\n\n#sydneysiege \n#tcot http:\/\/t.co\/YiTCQLja7a,NR
Do the math.  \nStop the conflation and collateral indictment of Muslim Australians. \n#sydneysiege http:\/\/t.co\/BZage57htm,NR
How does the world battle terrorism when the very ideology behind it is exempt from criticism. #sydneysiege,NR
"Just really, really want this #sydneysiege to be over. Those poor people \ud83d\ude13",NR
The Grand Mufti of Australia issues a statement condemning the #sydneysiege http:\/\/t.co\/9hhrKvaej5 http:\/\/t.co\/eUKmoWbZUs,NR
BREAKING: Australian National Imams Council condemns Sydney siege http://t.co/qFdU4gHjAE,NR
Australia is home to some of the greatest people I know. My heart goes out to everyone affected by today\u2019s crisis in Sydney.,NR
Follow @BBCNewsAus and our LIVE page for more updates on #sydneysiege http:\/\/t.co\/HF9YspoYHL #Lindt http:\/\/t.co\/IfCERWGP2C,NR
Hey Hillary R U home empathizing with these scumbags! I want a leader who will wipe them off the planet! #sydneysiege http:\/\/t.co\/ulXUdng7WC,NR
The #SydneySiege has now been going for six hours. http://t.co/5yDIw5xAGl http://t.co/RcxxfJncRs,NR
"In Australia, Sydney siege tests delicate truce with Muslim community, by @DanielStacey http:\/\/t.co\/XqqMj120zX http:\/\/t.co\/icC0OJfmDI",NR
"RT @troyesivan: Just really, really want this #sydneysiege to be over. Those poor people \ud83d\ude13",NR
Scared for those inside' - The BBC speaks to eyewitnesses near #sydneysiege on #MartinPlace http://t.co/81F8lOM3WH http://t.co/oFEbumwzdc,NR
Australia severely restricts gun ownership leaving citizens helpless! We MUST Stand Up 4 The #2A! \n\n#sydneysiege http:\/\/t.co\/ir9cenulLc,NR
"CAN YALL STOP SAYING \""THANK GOD 5SOS ISNT IN SYDNEY\"" LIKE DO YOU RELISE HOW IGNORANT YOU SOUND THINK ABOUT THE HOSTAGES NOT A FUCKING BAND",NR
"He's a man, we don't blame all men.\nHe has a gun, we don't blame all gunowners.\nHe's a Muslim, we should not blame all Muslims. #sydneysiege",NR
"He's a man, we don't blame all men.\nHe has a gun, we don't blame all gunowners.\nHe's a Muslim, we should not blame all Muslims. #sydneysiege",NR
The punters are back taking selfies 100m from the Lindt Cafe #sydneysiege http:\/\/t.co\/JoAa9JO0Ep,NR
Central Sydney is in lockdown amid a developing hostage crisis http://t.co/8P5yGkL0QA,NR
This is well written and comforting as well. #sydneysiege #SydneyHostageCrisis http:\/\/t.co\/mdJvf6NEdf,NR
The Australian Muslim community love their home and worked hard to dispel myths. I hope they do not suffer because of this. #sydneysiege,NR
Australia has a long history of terrorism (the use of violence in the pursuit of political aims).... #SydneySiege http:\/\/t.co\/dmDZizdeTD,NR
"Keep Calm And Don\u2019t Speculate: How To Be Helpful On Social Media Today\"" http:\/\/t.co\/es8yFnGjZR #sydneysiege http:\/\/t.co\/KQMPW1JerY",NR
Why the hashtag #SydneySiege? There are a few places in the world that are actually under siege. Sydney is not one of them.,NR
People being held as hostages does seem a perfect selfie moment \ud83d\ude2c\ud83d\ude10. Absolute morons! #sydneysiege http:\/\/t.co\/zZY5lr0H6y,NR
Please do not use today as an excuse to be racist and bigoted. Ignoring the Telegraph would be a good start. #sydneysiege #auspol,NR
Praying for the people of Sydney #sydneysiege  All we need is peace in this world. Sheesh.,NR
"Press Council confirms \""at least one\"" complaint against Daily Telegraph #sydneysiege special http:\/\/t.co\/sHUmAo0ag1 http:\/\/t.co\/btzeuj3k0m",NR
"Lots of love and prayers for Sydney, I hope everyone's okay\ud83d\ude33\n\n#MTVStars One Direction http:\/\/t.co\/huOYLZxWXi",NR
In case of queries about Indian nationals following  events in Sydney contact Dr Viond Bahade Dy Consul General at phone +61 481 453550,NR
"If you're following the situation in Sydney, I beg that you read this article. Skim it, even. So long as you see it. http:\/\/t.co\/jy0xmKaRST",NR
Because narcissism doesn't take a break @mkarolian These people are taking selfies on scene of the #sydneysiege http:\/\/t.co\/7Zbkojftye,NR
In case of queries about Indian nationals following  events in Sydney contact Dr Vinod Bahade Dy Consul General at phone +61 481 453550,NR
Religious symbols are being hijacked once again by those who wish to further their own political agendas.\n\n#sydneysiege,NR
LIVE: Sydney Opera House cancels performances in light of #sydneysiege events http:\/\/t.co\/IKfAR0Z7HL http:\/\/t.co\/jbL5Ngauvp,NR
Its grainy but this is the man involved in Sydney siege #9news with updates  on who cops think he is &amp; what he wants http://t.co/rAhHdE69Sq,NR
"Mother gets heartbreaking text from son: \u2018'Mum, I'm in the cafe. I'm OK, can't talk' http://t.co/Zc5a87cejI #SydneySiege",NR
This is so gross (via @LetishaWillocks) #sydneysiege http:\/\/t.co\/OKSHhaZbLV,NR
"Press Council confirms it has received complaints about Telegraph's \""Death Cult\"" #sydneysiege afternoon front page http:\/\/t.co\/WI4NrNtBcm",NR
If you're taking selfies in #MartinPlace at the site of the #sydneysiege then... I... just... just don't.,NR
Can we add Daily Telegraph to suspected terror cells within Aus? Their 2pm edition did more damage than any gunman ever could #sydneysiege,NR
"To people taking selfies at #SydneySiege, When you return home, look at your selfie &amp; see what an unconscious, blithering idiot looks like.",NR
Only thing this Murdoch tabloid front page achieves is to further terrorise family members of #SydneySiege hostages http:\/\/t.co\/ry0UP6TIlL,NR
Massive respect to @nswpolice today. Their professionalism and calmness under such circumstances is amazing. #sydneysiege,NR
The #SydneySiege only works to sabotage the message Islam.,NR
The media need to take a step back and realize this is people's lives not a Kardashian wedding. Facts not fabrications. #sydneysiege,NR
#ISIS is to #Islam what the Westboro Baptist Church is to #Christianity:\n\nAn abomination. \n\n#siege #sydneysiege #MartinPlace #Lindt #Islamic,NR
"As the @nswpolice have asked: if you're in the Sydney CBD just to check out the #SydneySiege at #MartinPlace, you should go home.",NR
"You never see non-Muslims do things like this.\""\n#SydneySiege http:\/\/t.co\/nPxTMBmK11",NR
"Australia's PM says there are \""some indications\"" the Sydney siege may be politically motivated http:\/\/t.co\/SrvjjO6WdJ http:\/\/t.co\/mTO7hsgk3x",NR
"Dear Ozzie media (and CNN), what the f*** is 'Islamic writing'? That's Arabic. No one calls Comic Sans 'Christianist writing'. #sydneysiege",NR
A radical Muslim wants to chop off your head.\n\nA moderate Muslim wants a radical Muslim to chop off your head.\n\n#sydneysiege,NR
"Call it extremism. Call it hatred. But don't call it \""Islam\"". Don't slander a beautiful faith. And I say that as a Christian. #sydneysiege",NR
Their faces say it all. #Sydneysiege continues more&gt;http:\/\/t.co\/6EAaEKw4n9 http:\/\/t.co\/NkzVcf9mxv,NR
This is the world we now live in. Literally metres from the Cafe with phones &amp; cameras out. #sydneysiege http:\/\/t.co\/85jOElPlMq,NR
"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege http:\/\/t.co\/bEEhIg9NnM\u201d",NR
My Thoughts and Prayers go out to everyone involved in #sydneysiege may there be a peaceful outcome.,NR
"What the hell is wrong with people?\n\n\""Taking selfies 100m from the Lindt Cafe #sydneysiege http:\/\/t.co\/R7mNZCeSOD",NR
"The AFP have said the hostage taker is monitoring social media, according to Guardian Australia sources. #sydneysiege",NR
If this man was a Christian we would be focusing on his mental health not his religion. \n\nWhy not now?\n\n#sydneysiege #MartinPlace #Islamic,NR
Islam is a non-violent religion. Don't let a few extremists or the media fool you. #SydneySiege http:\/\/t.co\/kamsNsPYLM,NR
My heart goes out to all involved. Stay strong and be safe Sydney!  #sydneysiege,NR
"STAND WITH AUSTRALIA-one monarch, one lanaguage, shared culture &amp; history\nLive Sydney updates http:\/\/t.co\/V23TLWitoD http:\/\/t.co\/hLoAxKT0hC",NR
"-1,570,000,000 Muslims in the World\n-500,000 Muslims in Australia\n-1 terrorist in #SydneyCafe\n\nDon't stereotype\n\n#sydneysiege #PrayForSydney",NR
VIDEO: Hostages flee from Sydney cafe: http:\/\/t.co\/fJpal8WRo7,NR
SYDNEY ATTACK LATEST:\n- 8th hour\n- 5 people escaped\n\nGUNMAN DEMANDS:\n- Speak to PM\n- ISIS flag\n\nClaims he has 2 bombs with him and 2 in city,NR
"You can't condemn an entire race, nation or religion based on the actions of a few radicals, please keep that in mind #sydneysiege",NR
So #sydneysiege is just the beginning. Terrorist sympathetic group is running campaign in support of Mehdi Masroor. http:\/\/t.co\/BYCVm2DYzC,NR
PM Tony Abbott has just provided an update on #SydneySiege. Here's the transcript: http:\/\/t.co\/AxXP3md4KT,NR
"If our morons from @Timesnow @ndtv @Headlinestoday @ibnlive were in Aus.. they'd hv screamed \""9 hours &amp; Modi has done nothing\"" #SydneySiege",NR
I was briefed overnight on the siege in Sydney. It's deeply concerning and my thoughts are with all those caught up in it.,NR
faith in humanity restored. #sydneysiege http:\/\/t.co\/9x9M66JfSt,NR
You say not all Muslims are monsters. Imagine a bowl of M&amp;Ms. 10% are poisoned. Would you eat a handful?\n#sydneysiege http:\/\/t.co\/j7UaLDHCIe,NR
Hostage siege selfies RT: @MarkDiStef: The punters are back taking selfies 100m from the Lindt Cafe #sydneysiege http:\/\/t.co\/Q0TQPNukqg,NR
"Police have allowed me back into Martin Place newsroom - gunman is clear - white shirt, black cap, unshaven, holds poss pump action shotgun",NR
LIVE: Updates on #SydneySiege via BBC http://t.co/uaz8P27xME http://t.co/oIKC3ZWxKL,NR
"Before, during, and after the #sydneysiege.  \nMuslims are Australian. \n\n#PrayForSydney http:\/\/t.co\/ugfFKhPicw",NR
"This is not a religious or a racial issue, it's an insane individual making insane actions. Dont group good people with the bad #sydneysiege",NR
"Tony Abbott: \""We are a free, open and generous people and today we have responded to this in character.\"" http:\/\/t.co\/qSkztZHuUR #SydneySiege",NR
